Specimen.I,Species,Complex,Year,Lat,Lon,Color.Code,Color,Notes,T2T3Red,USA1_alt
OS0000908933,melanopygus,Rocky,1964,47.38,-122.43,S4,Red,,1,101
OS0000908941,melanopygus,Rocky,1964,47.38,-122.43,S4,Red,,1,101
BBSL760786,melanopygus,Rocky,2009,48.51947,-123.14733,S4,Red,,1,101
AMNH_BEE 00122104,melanopygus,Rocky,1971,48.606,-123.528,P1M,Red,,1,108
AMNH_BEE 00122110,melanopygus,Rocky,1971,48.606,-123.528,P4,Red,,1,108
AMNH_BEE 00122117,melanopygus,Rocky,1958,49.2,-124.02,P5,Red,,1,109
ENT.710914,melanopygus,Rocky,1958,49.2,-124.016667,P3,Red,,1,109
ENT.710916,melanopygus,Rocky,1960,49.2,-124.016667,P3,Red,,1,109
ENT.710918,melanopygus,Rocky,1958,49.2,-124.016667,P3,Red,,1,109
ENT.710930,melanopygus,Rocky,1961,49.2,-124.016667,P5,Red,,1,109
OS0000908719,melanopygus,Rocky,1933,44.31,-124.1,P5,Red,,1,114
OS0000908797,melanopygus,Rocky,1936,44.31,-124.1,P2,Red,(top segments of side of thorax mixed face yellow),1,114
OS0000908812,melanopygus,Rocky,1930,44.31,-124.1,P5,Red,,1,114
OS0000908844,melanopygus,Rocky,1933,44.31,-124.1,A5,Red,(no black on T4 and top of thorax mixed hairs),1,114
OS0000908912,melanopygus,Rocky,1936,44.31,-124.1,P5,Red,,1,114
OS0000908936,melanopygus,Rocky,1933,44.31,-124.1,P2,Red,(T4 black triangle reaches bottom of tergite),1,114
OS0000908946,melanopygus,Rocky,1930,44.31,-124.1,A1,Red,,1,114
OS0000908925,melanopygus,Rocky,,47.42,-122.49,P5,Red,(top left segment of side of thorax mixed),1,116
Bmel R107,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R017 voucher,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R092,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R102,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R109,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R112,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
Bmel R119 voucher,melanopygus,,2013,43.65821111,-124.1886111,,Red,,1,117
561881,melanopygus,Rocky,1932,47.638056,-123.960833,S1,Red,,1,121
AMNH_BEE 00054285,melanopygus,Rocky,1963,47.52889,-121.82417,P4,Red,,1,130
AMNH_BEE 00054286,melanopygus,Rocky,1963,47.52889,-121.82417,S4,Red,,1,130
AMNH_BEE 00054287,melanopygus,Rocky,1963,47.52889,-121.82417,S8,Red,,1,130
BBSL739043,melanopygus,Rocky,2008,45.69103,-121.76563,S4,Red,,1,133
BBSL739048,melanopygus,Rocky,2008,45.69103,-121.76563,P5,Red,top left segments of the side of thorax mixed; center of thorax hairs worn off),1,133
BBSL760255,melanopygus,Rocky,2009,48.09788,-123.41248,P5,Red,top left segment of side of thorax mixed),1,137
BBSL760256,melanopygus,Rocky,2009,48.09788,-123.41248,S4,Red,only top left segment of side of thorax mixed),1,137
BBSL760266,melanopygus,Rocky,2009,48.09788,-123.41248,P5,Red,top left segment of side of thorax mixed),1,137
BBSL760300,melanopygus,Rocky,2009,48.09788,-123.41248,S4,Red,,1,137
BBSL760305,melanopygus,Rocky,2009,48.09788,-123.41248,S4,Red,yellow on T4 is made of two bands),1,137
BBSL760321,melanopygus,Rocky,2009,48.09788,-123.41248,BBSL6,Red,,1,137
BBSL760340,melanopygus,Rocky,2009,48.09788,-123.41248,S4,Red,,1,137
ENT.710915,melanopygus,Rocky,1960,49.25,-124.183333,P3,Red,,1,154
AMNH_BEE 00121313,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121314,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121315,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121316,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121317,melanopygus,Rocky,1964,43.28833,-123.43895,P2,Red,,1,161
AMNH_BEE 00121318,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121319,melanopygus,Rocky,1964,43.28833,-123.43895,P1,Red,,1,161
AMNH_BEE 00121320,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
AMNH_BEE 00121321,melanopygus,Rocky,1964,43.28833,-123.43895,A1,Red,,1,161
OS0000908740,melanopygus,Rocky,1938,43.56,-123.56,A1,Red,(face mixed),1,178
BMEC_ENT 00007834,melanopygus,Rocky,1968,41.63093,-124.11329,S3M,Red,,1,189
BMEC_ENT 00007835,melanopygus,Rocky,1968,41.63093,-124.11329,A1M,Red,,1,189
BMEC_ENT 00007836,melanopygus,Rocky,1968,41.63093,-124.11329,S3M,Red,,1,189
ENT.711357,melanopygus,Rocky,1967,45.865822,-123.552024,P5,Red,,1,190
ENT.711360,melanopygus,Rocky,1968,45.865822,-123.552024,P5,Red,,1,190
OS0000908768,melanopygus,Rocky,1936,45.859,-123.194,P2,Red,,1,197
OS0000908789,melanopygus,Rocky,1936,45.859,-123.194,A1,Red,(top left segment of side of thorax and face mixed),1,197
OS0000908810,melanopygus,Rocky,1938,45.859,-123.194,P5,Red,,1,197
OS0000908910,melanopygus,Rocky,1936,45.859,-123.194,P5,Red,,1,197
OS0000908950,melanopygus,Rocky,1938,45.859,-123.194,A2,Red,(yellow face),1,197
ENT.711101,melanopygus,Rocky,1975,48.65861,-122.47528,P1M,Red,,1,199
ENT.711350,melanopygus,Rocky,1975,48.65861,-122.47528,P3,Red,,1,199
BMEC_ENT 00007833,melanopygus,Rocky,1968,41.57,-124.04,A1M,Red,,1,223
AMNH_BEE 00122105,melanopygus,Rocky,1971,47.205,-121.984,P1M,Red,,1,226
AMNH_BEE 00054374,melanopygus,Rocky,1919,47.46426,-123.21904,P1M,Red,,1,228
AMNH_BEE 00054375,melanopygus,Rocky,1919,47.46426,-123.21904,P1M,Red,,1,228
AMNH_BEE 00054376,melanopygus,Rocky,1919,47.46426,-123.21904,P1M,Red,,1,228
AMNH_BEE 00054377,melanopygus,Rocky,1919,47.46426,-123.21904,S4M,Red,,1,228
AMNH_BEE 00054370,melanopygus,Rocky,1919,47.46426,-123.21904,P3,Red,,1,228
AMNH_BEE 00054371,melanopygus,Rocky,1919,47.46426,-123.21904,P4,Red,,1,228
AMNH_BEE 00054372,melanopygus,Rocky,1919,47.46426,-123.21904,A1,Red,,1,228
AMNH_BEE 00054373,melanopygus,Rocky,1919,47.46426,-123.21904,P4,Red,,1,228
BMEC_ENT 00007805,melanopygus,Rocky,1971,48.467556,-123.516667,S4,Red,,1,247
BMEC_ENT 00007867,melanopygus,Rocky,1971,48.467556,-123.516667,A2,Red,,1,247
BMEC_ENT 00007869,melanopygus,Rocky,1971,48.467556,-123.516667,S1,Red,,1,247
BMEC_ENT 00007870,melanopygus,Rocky,1971,48.467556,-123.516667,S1,Red,,1,247
BMEC_ENT 00007871,melanopygus,Rocky,1971,48.467556,-123.516667,A2,Red,,1,247
BMEC_ENT 00007872,melanopygus,Rocky,1971,48.467556,-123.516667,A2,Red,,1,247
BMEC_ENT 00007823,melanopygus,Rocky,1971,48.539917,-123.516667,S1,Red,,1,313
561877,melanopygus,Rocky,1941,46.601944,-120.505833,S1,Red,,1,325
AMNH_BEE 00121283,melanopygus,Rocky,1964,44.319,-123.481,P5,Red,,1,357
BBSL760394,melanopygus,Rocky,2009,48.02908,-123.3351,S4,Red,,1,359
AMNH_BEE 00054257,melanopygus,Rocky,1941,44.45972,-123.5225,P2,Red,,1,382
BBSL762762,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,top left segment of the side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762763,melanopygus,Rocky,2009,45.36788,-122.00958,P4,Red,side of thorax mixed),1,382
BBSL762775,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762795,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,top left segment of the side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762798,melanopygus,Rocky,2009,45.36788,-122.00958,P4,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762799,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,top segments of side of thorax mixed),1,382
BBSL762800,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,note with P5 is correct; top segments of side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762801,melanopygus,Rocky,2009,45.36788,-122.00958,S4,Red,,1,382
BBSL762802,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,note with P5 is correct; top left segment of side of thorax  mixed),1,382
BBSL762803,melanopygus,Rocky,2009,45.36788,-122.00958,P5,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,382
BBSL762804,melanopygus,Rocky,2009,45.36788,-122.00958,A2,Red,top left segment of side of thorax mixed),1,382
BBSL762805,melanopygus,Rocky,2009,45.36788,-122.00958,S4,Red,,1,382
OTM 035,melanopygus,Rocky,2016,42.679,-124.436,,Red,,1,403
R OTM 053,melanopygus,,2016,42.679,-124.436,,Red,,1,403
BBSL742590,melanopygus,Rocky,2008,45.61957,-123.422,P5,Red,"top left segment of side of thorax mixed, thorax segments 5 and 8 mixed)",1,404
BMEC_ENT 00007781,melanopygus,Rocky,1951,42.25746,-123.16884,P2,Red,,1,412
ENT.711115,melanopygus,Rocky,1963,42.16306,-123.64694,P1M,Red,,1,413
OTM 027,melanopygus,Rocky,2016,42.98,-123.75,,Red,,1,419
OTM 029,melanopygus,Rocky,2016,42.98,-123.75,,Red,,1,419
AMNH_BEE 00122065,melanopygus,Rocky,1964,42.09666,-123.68277,S5M,Red,,1,421
AMNH_BEE 00121260,melanopygus,Rocky,1964,42.09666,-123.68277,P1,Red,,1,421
AMNH_BEE 00121325,melanopygus,Rocky,1969,42.61068,-122.8125,A1,Red,,1,434
AMNH_BEE 00121326,melanopygus,Rocky,1969,42.61068,-122.8125,P1,Red,,1,434
AMNH_BEE 00058109,melanopygus,Rocky,1964,42.279,-123.683,S3M,Red,,1,435
ENT.711105,melanopygus,Rocky,1957,45.53806,-121.56722,P1M,Red,,1,463
ENT.708085,melanopygus,Rocky,1959,45.53806,-121.56722,P3,Red,,1,463
OS0000908753,melanopygus,Rocky,1936,42.869,-123.281,A2,Red,,1,478
OS0000908856,melanopygus,Rocky,1936,42.869,-123.281,P5,Red,,1,478
OS0000908942,melanopygus,Rocky,1939,44.73,-122.15,P5,Red,,1,490
OS0000908747,melanopygus,Rocky,1936,42.25,-122.79,P2,Red,,1,493
OS0000908821,melanopygus,Rocky,1936,42.25,-122.79,P2,Red,,1,493
ENT.711116,melanopygus,Rocky,1960,44.733394,-122.378721,P1M,Red,,1,499
ENT.711315,melanopygus,Rocky,1960,44.733394,-122.378721,P2,Red,,1,499
BBSL762736,melanopygus,Rocky,2009,47.16485,-121.74509,A2,Red,top left segment of side of thorax mixed),1,507
AMNH_BEE 00055848,melanopygus,Rocky,1946,49.25,-116.6833,P5M,Red,,1,533
AMNH_BEE 00122061,melanopygus,Rocky,1964,42.7954,-123.2603,S3M,Red,,1,534
AMNH_BEE 00122058,melanopygus,Rocky,1964,42.246,-122.748,S3M,Red,,1,555
AMNH_BEE 00122059,melanopygus,Rocky,1964,42.246,-122.748,S3M,Red,,1,555
AMNH_BEE 00121262,melanopygus,Rocky,1964,42.246,-122.748,P5,Red,,1,555
AMNH_BEE 00121279,melanopygus,Rocky,1964,43.033,-123.024,A4,Red,,1,572
BMEC_ENT 00007838,melanopygus,Rocky,1971,45.4134,-123.5519,A1M,Red,,1,608
BMEC_ENT 00007868,melanopygus,Rocky,1971,45.4134,-123.5519,P5,Red,,1,608
BMEC_ENT 00007780,melanopygus,Rocky,1952,42.27805,-122.93583,P2,Red,,1,672
BMEC_ENT 00007790,melanopygus,Rocky,1952,42.27805,-122.93583,P5,Red,,1,672
BMEC_ENT 00007791,melanopygus,Rocky,1952,42.27805,-122.93583,A2,Red,,1,672
BMEC_ENT 00007792,melanopygus,Rocky,1957,42.27805,-122.93583,P2,Red,,1,672
ENT.711338,melanopygus,Rocky,1987,46.73833,-121.56556,P4,Red,,1,674
BMEC_ENT 00007795,melanopygus,Rocky,1952,46.7325,-116.99917,S4,Red,,1,796
AMNH_BEE 00054291,melanopygus,Rocky,1939,47.87222,-123.66667,A2,Red,,1,831
AMNH_BEE 00121254,melanopygus,Rocky,1964,41.69213,-123.37833,P5,Red,,1,890
AMNH_BEE 00121280,melanopygus,Rocky,1964,41.69213,-123.37833,A5,Red,,1,890
BBSL763061,melanopygus,Rocky,2009,48.48593,-121.0843,S4,Red,,1,900
AMNH_BEE 00122062,melanopygus,Rocky,1964,42.03778,-123.0197,A1M,Red,,1,962
AMNH_BEE 00121281,melanopygus,Rocky,1964,42.03778,-123.0197,A2,Red,,1,962
AMNH_BEE 00121308,melanopygus,Rocky,1990,46.2112,-122.0347,S8,Red,,1,974
BMEC_ENT 00007831,melanopygus,Rocky,1968,42.10438,-123.23529,A1M,Red,,1,993
AMNH_BEE 00121256,melanopygus,Rocky,1963,42.02,-122.109,A1,Red,,1,1008
AMNH_BEE 00121261,melanopygus,Rocky,1963,42.02,-122.109,P1,Red,,1,1008
AMNH_BEE 00122107,melanopygus,Rocky,1918,40.015,-120.96,S3M,Red,,1,1029
AMNH_BEE 00054297,melanopygus,Rocky,1941,45.09639,-121.74167,A2,Red,,1,1042
BBSL764473,melanopygus,Rocky,2009,48.61515,-113.87173,E6M,Red,"thorax segments 5 and 8 mixed, 1-4, vertex, and face mostly yellow with few black hairs)",1,1048
Bmel R010,melanopygus,Rocky,2015,45.30289,-121.79368,,Red,,1,1089
Bmel R099,melanopygus,Rocky,2015,45.30289,-121.79368,,Red,,1,1089
OS0000908709,melanopygus,Rocky,1942,45.306,-121.796,A2,Red,(face mixed and top left segment of side of thorax mixed),1,1089
AMNH_BEE 00122066,melanopygus,Rocky,1964,42.472,-122.546,S3M,Red,,1,1094
OTA-026,melanopygus,Rocky,2016,42.31694444,-122.4902778,,Red,,1,1117
OTA-081,melanopygus,Rocky,2016,42.31694444,-122.4902778,,Red,,1,1117
OTA-083,melanopygus,Rocky,2016,42.31694444,-122.4902778,,Red,,1,1117
Bmel R094,melanopygus,Rocky,2015,44.504979,-123.551079,,Red,,1,1136
Mary's Peak 6-10-15,melanopygus,Rocky,2015,44.506,-123.551,,Red,,1,1136
OS0000908888,melanopygus,Rocky,1968,44.506,-123.551,A1,Red,,1,1136
OS0000908896,melanopygus,Rocky,1929,44.506,-123.551,P5,Red,,1,1136
OS0000908937,melanopygus,Rocky,1929,44.506,-123.551,S4,Red,"(side of thorax yellow, face yellow)",1,1136
BBSL762699,melanopygus,Rocky,2009,45.30253,-121.77001,P5M,Red,black on T4 not mixed),1,1145
BBSL762697,melanopygus,Rocky,2009,45.30253,-121.77001,P4,Red,top left segment of side of thorax mixed),1,1145
BBSL763012,melanopygus,Rocky,2009,48.58761,-120.8037,S3,Red,,1,1145
BBSL763013,melanopygus,Rocky,2009,48.58761,-120.8037,S1,Red,,1,1145
BBSL763016,melanopygus,Rocky,2009,48.58761,-120.8037,S1,Red,,1,1145
BBSL763171,melanopygus,Rocky,2009,48.59934,-120.54421,S3,Red,,1,1149
OS0000908828,melanopygus,Rocky,1929,45.4,-117.27,P5,Red,,1,1176
BMEC_ENT 00007802,melanopygus,Rocky,1968,41.99,-122.76,P2,Red,,1,1177
AMNH_BEE 00121282,melanopygus,Rocky,1964,42.09,-123.04,A5,Red,,1,1181
BBSL764241,melanopygus,Rocky,2009,48.29945,-116.70358,P1M,Red,,1,1206
BBSL764231,melanopygus,Rocky,2009,48.29945,-116.70358,A3,Red,,1,1206
BBSL764234,melanopygus,Rocky,2009,48.29945,-116.70358,A2,Red,face and the top left segment of the thorax is mixed),1,1206
BBSL764236,melanopygus,Rocky,2009,48.29945,-116.70358,A2,Red,face mixed),1,1206
BBSL764244,melanopygus,Rocky,2009,48.29945,-116.70358,S1,Red,few yellow hairs on the bottom side edges of T4 similar to S4 but not making full bands),1,1206
BBSL764246,melanopygus,Rocky,2009,48.29945,-116.70358,S1,Red,few yellow hairs on the bottom side edges of T4 similar to S4 but not making full bands),1,1206
BBSL764084,melanopygus,Rocky,2009,48.30446,-113.98406,A1M,Red,,1,1211
BBSL764085,melanopygus,Rocky,2009,48.30446,-113.98406,S1,Red,,1,1211
BBSL764090,melanopygus,Rocky,2009,48.30446,-113.98406,S3,Red,,1,1211
BBSL764095,melanopygus,Rocky,2009,48.30446,-113.98406,S3,Red,,1,1211
BBSL764104,melanopygus,Rocky,2009,48.30446,-113.98406,S1,Red,few yellow hairs on the bottom side edges of T4 similar to S4 but not making full bands),1,1211
BBSL764111,melanopygus,Rocky,2009,48.30446,-113.98406,S1,Red,few yellow hairs on the bottom side edges of T4 similar to S4 but not making full bands),1,1211
BBSL764116,melanopygus,Rocky,2009,48.30446,-113.98406,S3,Red,,1,1211
BBSL764117,melanopygus,Rocky,2009,48.30446,-113.98406,S3,Red,,1,1211
BBSL764119,melanopygus,Rocky,2009,48.30446,-113.98406,S4,Red,,1,1211
BBSL764129,melanopygus,Rocky,2009,48.30446,-113.98406,A2,Red,the top left segment of the thorax is mixed),1,1211
BBSL798368,melanopygus,Rocky,2010,47.74383,-121.08891,P1M,Red,"T5 like that in A6M, thorax segments 5 and 8 mixed)",1,1272
BBSL798373,melanopygus,Rocky,2010,47.74383,-121.08891,P1M,Red,T5 like that in A6M),1,1272
BBSL798412,melanopygus,Rocky,2010,47.74383,-121.08891,P5M,Red,black on T4 is not mixed),1,1272
BBSL798420,melanopygus,Rocky,2010,47.74383,-121.08891,P2M,Red,thorax segments 5 and 8 mixed),1,1272
BBSL798436,melanopygus,Rocky,2010,47.74383,-121.08891,P5M,Red,black on T4 not mixed; top of thorax mostly yellow),1,1272
BBSL798466,melanopygus,Rocky,2010,47.74383,-121.08891,P2M,Red,thorax segments 5 and 8 mixed),1,1272
BBSL743940,melanopygus,Rocky,2008,47.74601,-121.08798,P1M,Red,"face and top of thorax mixed but with more yellow than black, vertex yellow)",1,1272
BBSL743941,melanopygus,Rocky,2008,47.74601,-121.08798,P2M,Red,mixed hairs on T4 more black than yellow),1,1272
BBSL743947,melanopygus,Rocky,2008,47.74601,-121.08798,P1M,Red,,1,1272
BBSL743938,melanopygus,Rocky,2008,47.74601,-121.08798,S1,Red,thorax segments 5 and 8 mixed),1,1272
AMNH_BEE 00054268,melanopygus,Rocky,1954,42.26667,-121.87722,P5,Red,,1,1290
AMNH_BEE 00122064,melanopygus,Rocky,1965,42.3652,-122.00258,A2M,Red,,1,1294
AMNH_BEE 00121255,melanopygus,Rocky,1965,42.3652,-122.00258,P5,Red,,1,1294
AMNH_BEE 00121264,melanopygus,Rocky,1965,42.3652,-122.00258,P1,Red,,1,1294
AMNH_BEE 00121278,melanopygus,Rocky,1963,41.82694,-122.00417,A5,Red,,1,1301
BMEC_ENT 00007799,melanopygus,Rocky,1967,41.82694,-122.00417,P1,Red,,1,1301
BMEC_ENT 00007800,melanopygus,Rocky,1967,41.82694,-122.00417,P5,Red,,1,1301
BMEC_ENT 00007801,melanopygus,Rocky,1967,41.82694,-122.00417,P2,Red,,1,1301
ENT.711632,melanopygus,Rocky,1975,47.976847,-123.500767,P2,Red,,1,1303
ENT.711636,melanopygus,Rocky,1975,47.976847,-123.500767,P2,Red,,1,1303
AMNH_BEE 00121257,melanopygus,Rocky,1964,43.3125,-122.14166,P4,Red,,1,1323
83586,melanopygus,Rocky,1976,45.30675,-121.73268,BBSL4,Red,both top segments of side of thorax mixed),1,1327
OS0000908726,melanopygus,Rocky,1960,44.7,-122.32,S8,Red,,1,1330
OS0000908804,melanopygus,Rocky,1960,44.7,-122.32,S8,Red,,1,1330
OS0000908826,melanopygus,Rocky,1960,44.7,-122.32,P2,Red,(no yellow on t5),1,1330
OS0000908923,melanopygus,Rocky,1960,44.7,-122.32,P1,Red,(top left segment of side of thorax mixed),1,1330
OS0000908944,melanopygus,Rocky,1960,44.7,-122.32,P2,Red,(no yellow on t5),1,1330
OS0000908952,melanopygus,Rocky,1960,44.7,-122.32,P1,Red,,1,1330
ENT.708107,melanopygus,Rocky,1988,49.214559,-120.499992,P4,Red,,1,1339
BBSL762579,melanopygus,Rocky,2009,43.3194,-122.18837,P5,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,1341
BBSL741795,melanopygus,Rocky,2008,44.25608,-121.69052,S3M,Red,face and vertex yellow),1,1354
OS0000908788,melanopygus,Rocky,1935,42.41,-122.4,P2,Red,,1,1366
BBSL739169,melanopygus,Rocky,2008,44.24362,-121.69646,S3M,Red,,1,1382
ENT.711102,melanopygus,Rocky,1958,45.32389,-121.63861,P1M,Red,,1,1394
BBSL762842,melanopygus,Rocky,2009,46.63835,-121.38967,OSAC2,Red,where there was no hair there is actually black hair),1,1399
OTM 006,melanopygus,Rocky,2016,42.084,-122.651,,Red,,1,1400
OTM 010,melanopygus,Rocky,2016,42.084,-122.651,,Red,,1,1400
OTM 015,melanopygus,Rocky,2016,42.084,-122.651,,Red,,1,1400
OTM 016,melanopygus,Rocky,2016,42.084,-122.651,,Red,,1,1400
OTM 041,melanopygus,Rocky,2016,42.084,-122.651,,Red,,1,1400
BBSL739100,melanopygus,Rocky,2008,45.32514,-121.63603,P5M,Red,"black on T4 not mixed, thorax segments 5 and 8 mixed)",1,1440
BBSL739091,melanopygus,Rocky,2008,45.32514,-121.63603,P1,Red,thorax segments 5 and 8 mixed),1,1440
BBSL739095,melanopygus,Rocky,2008,45.32514,-121.63603,P5,Red,top left segment of the side of thorax and thorax segments 5 and 8 mixed),1,1440
BBSL739097,melanopygus,Rocky,2008,45.32514,-121.63603,P1,Red,thorax segments 5 and 8 mixed),1,1440
BBSL739119,melanopygus,Rocky,2008,45.32514,-121.63603,P5,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,1440
BBSL739126,melanopygus,Rocky,2008,45.32514,-121.63603,S1,Red,top left segment of side of thorax and thorax segments 5 and 8 mixed),1,1440
BBSL739128,melanopygus,Rocky,2008,45.32514,-121.63603,P5,Red,top left segment of the side of thorax and thorax segments 5 and 8 mixed),1,1440
OS0000908729,melanopygus,Rocky,1938,45.33,-121.64,P1M,Red,,1,1440
OS0000908830,melanopygus,Rocky,1954,41.4,-121.8,P2,Red,,1,1441
AMNH_BEE 00054256,melanopygus,Rocky,1941,44.38972,-121.84833,A2,Red,,1,1444
ENT.711333,melanopygus,Rocky,1982,48.197158,-115.080841,P3,Red,,1,1447
Bmel R011 voucher,melanopygus,,2015,44.79286,-121.83786,,Red,,1,1448
AMNH_BEE 00122063,melanopygus,Rocky,1964,42.27,-122.1759,A1M,Red,,1,1504
BBSL763240,melanopygus,Rocky,2009,48.51906,-120.73407,S3,Red,,1,1508
BMEC_ENT 00007789,melanopygus,Rocky,1952,43.49916,-121.98444,S4,Red,,1,1515
BBSL760216,melanopygus,Rocky,2009,47.94269,-123.42516,S8,Red,vertex mixed; top left segment of side of thorax mixed),1,1522
BMEC_ENT 00007830,melanopygus,Rocky,1951,42.37889,-122.21111,P5M,Red,,1,1523
BMEC_ENT 00007782,melanopygus,Rocky,1951,42.37889,-122.21111,A5,Red,,1,1523
BBSL227325,melanopygus,Rocky,1995,42.1238,-123.3302,P1,Red,but T5 like that in T2),1,1540
BBSL762632,melanopygus,Rocky,2009,43.13683,-122.14285,P5,Red,top left segment of side of thorax and segments 5 and 8 mixed),1,1583
BBSL762650,melanopygus,Rocky,2009,43.13683,-122.14285,S9,Red,"mixed vertex, T5 like that in S3)",1,1583
OS0000908741,melanopygus,Rocky,1940,44.8,-121.8,P5,Red,,1,1583
OS0000908802,melanopygus,Rocky,1940,44.8,-121.8,P5,Red,,1,1583
561895,melanopygus,Rocky,1963,43.878889,-103.459722,A4,Red,,1,1610
561896,melanopygus,Rocky,1963,43.878889,-103.459722,A4,Red,,1,1610
561897,melanopygus,Rocky,1963,43.878889,-103.459722,A4,Red,,1,1610
OS0000908781,melanopygus,Rocky,1967,44.261,-121.81,OSAC2,Red,,1,1619
OS0000908694,melanopygus,Rocky,1955,43.18,-122.15,A1,Red,,1,1622
OS0000908698,melanopygus,Rocky,1955,43.18,-122.15,A1,Red,,1,1622
OS0000908785,melanopygus,Rocky,1958,43.18,-122.15,P4,Red,,1,1622
OS0000908832,melanopygus,Rocky,1957,43.18,-122.15,A1,Red,,1,1622
OS0000908833,melanopygus,Rocky,1955,43.18,-122.15,P1,Red,,1,1622
OS0000908854,melanopygus,Rocky,1955,43.18,-122.15,P2,Red,,1,1622
ENT.711111,melanopygus,Rocky,1955,43.180361,-122.145765,P4M,Red,,1,1622
ENT.711112,melanopygus,Rocky,1955,43.180361,-122.145765,P4M,Red,,1,1622
ENT.711113,melanopygus,Rocky,1955,43.180361,-122.145765,P1M,Red,,1,1622
ENT.711329,melanopygus,Rocky,1955,43.180361,-122.145765,P2,Red,,1,1622
BBSL762852,melanopygus,Rocky,2009,45.32592,-121.65996,S3,Red,but T5 is all black and only the top left segment of side of thorax is mixed),1,1634
BBSL762853,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,,1,1634
BBSL762854,melanopygus,Rocky,2009,45.32592,-121.65996,BBSL4,Red,,1,1634
BBSL762855,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
BBSL762856,melanopygus,Rocky,2009,45.32592,-121.65996,OSAC2,Red,where there was no hair there is actually black hair),1,1634
BBSL762857,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
BBSL762858,melanopygus,Rocky,2009,45.32592,-121.65996,S4,Red,thorax segments 5 and 8 mixed),1,1634
BBSL762859,melanopygus,Rocky,2009,45.32592,-121.65996,BBSL5,Red,,1,1634
BBSL762860,melanopygus,Rocky,2009,45.32592,-121.65996,S1,Red,,1,1634
BBSL762865,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left side segment of thorax mixed and the yellow on T4 pure yellow),1,1634
BBSL762866,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left side segment of thorax mixed),1,1634
BBSL762867,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left side segment of thorax mixed),1,1634
BBSL762870,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
BBSL762871,melanopygus,Rocky,2009,45.32592,-121.65996,S3,Red,,1,1634
BBSL762872,melanopygus,Rocky,2009,45.32592,-121.65996,S4,Red,,1,1634
BBSL762881,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
BBSL762882,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
BBSL762883,melanopygus,Rocky,2009,45.32592,-121.65996,S1,Red,,1,1634
BBSL762891,melanopygus,Rocky,2009,45.32592,-121.65996,A2,Red,,1,1634
BBSL762893,melanopygus,Rocky,2009,45.32592,-121.65996,S4,Red,only top left segment of side of thorax mixed),1,1634
BBSL762895,melanopygus,Rocky,2009,45.32592,-121.65996,S4,Red,,1,1634
BBSL762896,melanopygus,Rocky,2009,45.32592,-121.65996,A1,Red,yellow on T5 is more like that in S3; mixed hair on both top segments of side of thorax and also on thorax segments 5 and 8),1,1634
BBSL762897,melanopygus,Rocky,2009,45.32592,-121.65996,P5,Red,top left segment of side of thorax mixed),1,1634
